ColonyID,InocDate,Round,Pollen,Infection,SampleWeek,BeeID,Crithidia,WingSize,Dissect Date,Notes
42c,07/18/17,2A,S,I,8,2169,20,2.322,05-Sep,
42c,07/18/17,2A,S,I,8,2170,1,2.479,05-Sep,
42c,07/18/17,2A,S,I,8,2171,11,2.538,05-Sep,
42c,07/18/17,2A,S,I,8,2172,18,2.793,05-Sep,
42c,07/18/17,2A,S,I,8,2173,23,2.287,05-Sep,
42c,07/18/17,2A,S,I,8,2174,30,2.661,05-Sep,
42c,07/18/17,2A,S,I,8,2175,0,3.014,05-Sep,
43c,07/18/17,2A,W,I,8,2176,65,2.788,05-Sep,
43c,07/18/17,2A,W,I,8,2177,21,2.561,05-Sep,
43c,07/18/17,2A,W,I,8,2178,92,2.661,05-Sep,
43c,07/18/17,2A,W,I,8,2179,23,2.536,05-Sep,
43c,07/18/17,2A,W,I,8,2180,104,2.583,05-Sep,
43c,07/18/17,2A,W,I,8,2181,2,2.374,05-Sep,
43c,07/18/17,2A,W,I,8,2182,15,2.238,05-Sep,
43c,07/18/17,2A,W,I,8,2183,14,2.394,05-Sep,
43c,07/18/17,2A,W,I,8,2184,72,2.499,05-Sep,
43c,07/18/17,2A,W,I,8,2185,77,2.379,05-Sep,
32c,07/18/17,2A,S,I,8,2186,0,2.763,05-Sep,
32c,07/18/17,2A,S,I,8,2187,0,2.675,05-Sep,
32c,07/18/17,2A,S,I,8,2188,11,2.758,05-Sep,
32c,07/18/17,2A,S,I,8,2189,5,2.662,05-Sep,
32c,07/18/17,2A,S,I,8,2190,48,2.604,05-Sep,
32c,07/18/17,2A,S,I,8,2191,39,2.518,05-Sep,
32c,07/18/17,2A,S,I,8,2192,9,2.756,05-Sep,
32c,07/18/17,2A,S,I,8,2193,24,1.697,05-Sep,
32c,07/18/17,2A,S,I,8,2194,35,2.629,05-Sep,
32c,07/18/17,2A,S,I,8,2195,1,2.321,05-Sep,
28c,07/18/17,2A,W,I,8,2196,58,2.09,05-Sep,
28c,07/18/17,2A,W,I,8,2197,31,2.776,05-Sep,
28c,07/18/17,2A,W,I,8,2198,18,2.232,05-Sep,
28c,07/18/17,2A,W,I,8,2199,38,2.127,05-Sep,
28c,07/18/17,2A,W,I,8,2200,29,2.756,05-Sep,
28c,07/18/17,2A,W,I,8,2201,10,2.473,05-Sep,
28c,07/18/17,2A,W,I,8,2202,29,2.281,05-Sep,
28c,07/18/17,2A,W,I,8,2203,70,2.63,05-Sep,
28c,07/18/17,2A,W,I,8,2204,14,2.337,05-Sep,
28c,07/18/17,2A,W,I,8,2205,2,2.311,05-Sep,
30c,07/18/17,2A,S,I,8,2206,18,2.728,05-Sep,
30c,07/18/17,2A,S,I,8,2207,74,2.629,05-Sep,
30c,07/18/17,2A,S,I,8,2208,46,2.53,05-Sep,
30c,07/18/17,2A,S,I,8,2209,66,2.583,05-Sep,
30c,07/18/17,2A,S,I,8,2210,21,2.56,05-Sep,
30c,07/18/17,2A,S,I,8,2211,70,2.553,05-Sep,
40c,07/19/17,2B,W,I,8,2255,160,2.514,06-Sep,
40c,07/19/17,2B,W,I,8,2256,17,2.655,06-Sep,
40c,07/19/17,2B,W,I,8,2257,80,2.78,06-Sep,
40c,07/19/17,2B,W,I,8,2258,86,2.54,06-Sep,
40c,07/19/17,2B,W,I,8,2259,77,2.546,06-Sep,
40c,07/19/17,2B,W,I,8,2260,83,2.788,06-Sep,
29c,07/19/17,2B,W,I,8,2261,20,2.52,06-Sep,
29c,07/19/17,2B,W,I,8,2262,23,1.727,06-Sep,
29c,07/19/17,2B,W,I,8,2263,6,2.468,06-Sep,
29c,07/19/17,2B,W,I,8,2264,9,2.237,06-Sep,
29c,07/19/17,2B,W,I,8,2265,18,2.156,06-Sep,
29c,07/19/17,2B,W,I,8,2266,18,2.175,06-Sep,
29c,07/19/17,2B,W,I,8,2267,18,2.328,06-Sep,
29c,07/19/17,2B,W,I,8,2268,23,2.063,06-Sep,
29c,07/19/17,2B,W,I,8,2269,26,2.033,06-Sep,
29c,07/19/17,2B,W,I,8,2270,6,2.131,06-Sep,
33c,07/19/17,2B,W,I,8,2271,20,2.454,06-Sep,
33c,07/19/17,2B,W,I,8,2272,18,2.782,06-Sep,
33c,07/19/17,2B,W,I,8,2273,10,2.688,06-Sep,
33c,07/19/17,2B,W,I,8,2274,1,3.06,06-Sep,
33c,07/19/17,2B,W,I,8,2275,67,2.691,06-Sep,
33c,07/19/17,2B,W,I,8,2276,11,2.714,06-Sep,
33c,07/19/17,2B,W,I,8,2277,50,2.935,06-Sep,
33c,07/19/17,2B,W,I,8,2278,45,3.024,06-Sep,
33c,07/19/17,2B,W,I,8,2279,12,2.943,06-Sep,
33c,07/19/17,2B,W,I,8,2280,64,2.505,06-Sep,
47c,07/19/17,2B,W,I,8,2281,3,2.458,06-Sep,
47c,07/19/17,2B,W,I,8,2282,0,2.31,06-Sep,
47c,07/19/17,2B,W,I,8,2283,0,2.422,06-Sep,
47c,07/19/17,2B,W,I,8,2284,1,2.53,06-Sep,
47c,07/19/17,2B,W,I,8,2285,1,2.473,06-Sep,
47c,07/19/17,2B,W,I,8,2286,13,2.623,06-Sep,
47c,07/19/17,2B,W,I,8,2287,50,2.741,06-Sep,
47c,07/19/17,2B,W,I,8,2288,57,2.48,06-Sep,
47c,07/19/17,2B,W,I,8,2289,1,2.647,06-Sep,
45c,07/19/17,2B,S,I,8,2290,44,2.554,06-Sep,
45c,07/19/17,2B,S,I,8,2291,8,2.885,06-Sep,
45c,07/19/17,2B,S,I,8,2292,76,2.372,06-Sep,
47c,07/19/17,2B,W,I,8,2293,1,2.702,06-Sep,
45c,07/19/17,2B,S,I,8,2294,28,2.448,06-Sep,
45c,07/19/17,2B,S,I,8,2295,65,2.307,06-Sep,
45c,07/19/17,2B,S,I,8,2296,34,2.659,06-Sep,
45c,07/19/17,2B,S,I,8,2297,6,2.789,06-Sep,
45c,07/19/17,2B,S,I,8,2298,124,2.124,06-Sep,
45c,07/19/17,2B,S,I,8,2299,50,2.562,06-Sep,
45c,07/19/17,2B,S,I,8,2300,51,2.687,06-Sep,
2c,07/06/17,1A,S,I,10,2348,30,2.414,07-Sep,
2c,07/06/17,1A,S,I,10,2349,420,2.458,07-Sep,
2c,07/06/17,1A,S,I,10,2350,57,2.574,07-Sep,
25c,07/06/17,1A,S,I,10,2351,0,3.058,07-Sep,
25c,07/06/17,1A,S,I,10,2352,0,1.985,07-Sep,
25c,07/06/17,1A,S,I,10,2353,3,2.602,07-Sep,
25c,07/06/17,1A,S,I,10,2354,0,2.183,07-Sep,
25c,07/06/17,1A,S,I,10,2355,0,3.009,07-Sep,
25c,07/06/17,1A,S,I,10,2356,16,2.302,07-Sep,
16c,07/06/17,1A,W,I,10,2357,16,2.541,07-Sep,
16c,07/06/17,1A,W,I,10,2358,17,2.738,07-Sep,
16c,07/06/17,1A,W,I,10,2359,59,2.746,07-Sep,
16c,07/06/17,1A,W,I,10,2360,18,2.888,07-Sep,NOT MOVING/FLAGELLA
16c,07/06/17,1A,W,I,10,2361,56,2.656,07-Sep,
16c,07/06/17,1A,W,I,10,2362,105,2.743,07-Sep,
16c,07/06/17,1A,W,I,10,2363,193,2.917,07-Sep,
16c,07/06/17,1A,W,I,10,2364,21,2.902,07-Sep,
16c,07/06/17,1A,W,I,10,2365,51,2.908,07-Sep,
8c,07/06/17,1A,S,I,10,2366,5,2.483,07-Sep,
8c,07/06/17,1A,S,I,10,2367,1,2.439,07-Sep,
8c,07/06/17,1A,S,I,10,2368,10,2.274,07-Sep,
8c,07/06/17,1A,S,I,10,2369,1,2.557,07-Sep,
8c,07/06/17,1A,S,I,10,2370,0,2.75,07-Sep,
8c,07/06/17,1A,S,I,10,2371,0,2.645,07-Sep,SMELLY
8c,07/06/17,1A,S,I,10,2372,25,2.479,07-Sep,
8c,07/06/17,1A,S,I,10,2373,1,2.748,07-Sep,
8c,07/06/17,1A,S,I,10,2374,0,2.801,07-Sep,
8c,07/06/17,1A,S,I,10,2375,0,2.97,07-Sep,
21c,07/06/17,1A,W,I,10,2376,16,2.921,07-Sep,
21c,07/06/17,1A,W,I,10,2377,110,2.502,07-Sep,
21c,07/06/17,1A,W,I,10,2378,57,2.885,07-Sep,
21c,07/06/17,1A,W,I,10,2379,18,2.75,07-Sep,
21c,07/06/17,1A,W,I,10,2380,75,2.58,07-Sep,
21c,07/06/17,1A,W,I,10,2381,61,2.572,07-Sep,
21c,07/06/17,1A,W,I,10,2382,45,2.629,07-Sep,
21c,07/06/17,1A,W,I,10,2383,0,2.724,07-Sep,SMELLY
21c,07/06/17,1A,W,I,10,2384,112,2.593,07-Sep,
21c,07/06/17,1A,W,I,10,2385,25,2.703,07-Sep,
6c,07/07/17,1B,S,I,10,2434,306,2.745,08-Sep,
6c,07/07/17,1B,S,I,10,2435,0,2.603,08-Sep,
6c,07/07/17,1B,S,I,10,2436,71,2.141,08-Sep,
6c,07/07/17,1B,S,I,10,2437,98,2.486,08-Sep,
6c,07/07/17,1B,S,I,10,2438,16,2.595,08-Sep,NOT MOVING/FLAGELLA
6c,07/07/17,1B,S,I,10,2439,0,2.024,08-Sep,
6c,07/07/17,1B,S,I,10,2440,88,2.051,08-Sep,
6c,07/07/17,1B,S,I,10,2441,1,2.64,08-Sep,
1c,07/07/17,1B,S,I,10,2442,64,2.699,08-Sep,
1c,07/07/17,1B,S,I,10,2443,1,2.754,08-Sep,
1c,07/07/17,1B,S,I,10,2444,8,2.781,08-Sep,
1c,07/07/17,1B,S,I,10,2445,44,2.385,08-Sep,
1c,07/07/17,1B,S,I,10,2446,13,2.644,08-Sep,
1c,07/07/17,1B,S,I,10,2447,23,2.641,08-Sep,
1c,07/07/17,1B,S,I,10,2448,42,2.017,08-Sep,
1c,07/07/17,1B,S,I,10,2449,0,2.352,08-Sep,
1c,07/07/17,1B,S,I,10,2450,31,2.723,08-Sep,
1c,07/07/17,1B,S,I,10,2451,70,2.488,08-Sep,
14c,07/07/17,1B,W,I,10,2452,133,2.622,08-Sep,
14c,07/07/17,1B,W,I,10,2453,28,2.653,08-Sep,
14c,07/07/17,1B,W,I,10,2454,197,2.759,08-Sep,
14c,07/07/17,1B,W,I,10,2455,83,2.591,08-Sep,
14c,07/07/17,1B,W,I,10,2456,50,2.646,08-Sep,
14c,07/07/17,1B,W,I,10,2457,7,2.814,08-Sep,
14c,07/07/17,1B,W,I,10,2458,80,2.466,08-Sep,
14c,07/07/17,1B,W,I,10,2459,49,2.93,08-Sep,
14c,07/07/17,1B,W,I,10,2460,86,2.707,08-Sep,
14c,07/07/17,1B,W,I,10,2461,94,2.392,08-Sep,
18c,07/07/17,1B,W,I,10,2462,20,2.388,08-Sep,
18c,07/07/17,1B,W,I,10,2463,1,2.364,08-Sep,
18c,07/07/17,1B,W,I,10,2464,93,2.926,08-Sep,
18c,07/07/17,1B,W,I,10,2465,33,2.6,08-Sep,
18c,07/07/17,1B,W,I,10,2466,20,2.736,08-Sep,
18c,07/07/17,1B,W,I,10,2467,21,2.336,08-Sep,
18c,07/07/17,1B,W,I,10,2468,11,2.653,08-Sep,
18c,07/07/17,1B,W,I,10,2469,57,2.695,08-Sep,
18c,07/07/17,1B,W,I,10,2470,46,2.284,08-Sep,
18c,07/07/17,1B,W,I,10,2471,17,2.733,08-Sep,
9c,07/07/17,1B,W,I,10,2472,21,2.135,08-Sep,
9c,07/07/17,1B,W,I,10,2473,3,2.304,08-Sep,
9c,07/07/17,1B,W,I,10,2474,2,2.166,08-Sep,
9c,07/07/17,1B,W,I,10,2475,11,2.517,08-Sep,
9c,07/07/17,1B,W,I,10,2476,27,2.281,08-Sep,
9c,07/07/17,1B,W,I,10,2477,9,2.543,08-Sep,
9c,07/07/17,1B,W,I,10,2478,19,3.075,08-Sep,
9c,07/07/17,1B,W,I,10,2479,21,2.402,08-Sep,
9c,07/07/17,1B,W,I,10,2480,1,2.769,08-Sep,
9c,07/07/17,1B,W,I,10,2481,45,2.25,08-Sep,
43c,07/18/17,2A,W,I,9,2532,60,2.408,12-Sep,
43c,07/18/17,2A,W,I,9,2533,108,2.72,12-Sep,
43c,07/18/17,2A,W,I,9,2534,73,2.111,12-Sep,
43c,07/18/17,2A,W,I,9,2535,6,2.01,12-Sep,
43c,07/18/17,2A,W,I,9,2536,58,2.141,12-Sep,
43c,07/18/17,2A,W,I,9,2537,115,1.866,12-Sep,
43c,07/18/17,2A,W,I,9,2538,66,2.346,12-Sep,
43c,07/18/17,2A,W,I,9,2539,14,2.241,12-Sep,
43c,07/18/17,2A,W,I,9,2540,138,2.335,12-Sep,
43c,07/18/17,2A,W,I,9,2541,33,2.505,12-Sep,
30c,07/18/17,2A,S,I,9,2542,3,2.541,12-Sep,
30c,07/18/17,2A,S,I,9,2543,30,2.324,12-Sep,
30c,07/18/17,2A,S,I,9,2544,44,2.132,12-Sep,
30c,07/18/17,2A,S,I,9,2545,73,2.467,12-Sep,
32c,07/18/17,2A,S,I,9,2546,5,2.649,12-Sep,
32c,07/18/17,2A,S,I,9,2547,11,2.694,12-Sep,
32c,07/18/17,2A,S,I,9,2548,0,2.353,12-Sep,
32c,07/18/17,2A,S,I,9,2549,28,2.589,12-Sep,
32c,07/18/17,2A,S,I,9,2550,63,2.787,12-Sep,
32c,07/18/17,2A,S,I,9,2551,27,2.319,12-Sep,
32c,07/18/17,2A,S,I,9,2552,15,2.667,12-Sep,
32c,07/18/17,2A,S,I,9,2553,2,2.354,12-Sep,
32c,07/18/17,2A,S,I,9,2554,39,2.689,12-Sep,
32c,07/18/17,2A,S,I,9,2555,8,2.802,12-Sep,
42c,07/18/17,2A,S,I,9,2556,0,2.318,12-Sep,
42c,07/18/17,2A,S,I,9,2557,0,2.709,12-Sep,
42c,07/18/17,2A,S,I,9,2558,13,2.506,12-Sep,
42c,07/18/17,2A,S,I,9,2559,53,2.741,12-Sep,
42c,07/18/17,2A,S,I,9,2560,73,2.459,12-Sep,
42c,07/18/17,2A,S,I,9,2561,29,2.341,12-Sep,
28c,07/18/17,2A,W,I,9,2562,40,2.536,12-Sep,
28c,07/18/17,2A,W,I,9,2563,77,2.315,12-Sep,
28c,07/18/17,2A,W,I,9,2564,27,2.151,12-Sep,
28c,07/18/17,2A,W,I,9,2565,8,2.277,12-Sep,
28c,07/18/17,2A,W,I,9,2566,55,2.516,12-Sep,
28c,07/18/17,2A,W,I,9,2567,33,2.392,12-Sep,
29c,07/19/17,2B,W,I,9,2611,5,2.355,13-Sep,
29c,07/19/17,2B,W,I,9,2612,11,2.611,13-Sep,
29c,07/19/17,2B,W,I,9,2613,27,2.584,13-Sep,
29c,07/19/17,2B,W,I,9,2614,10,2.152,13-Sep,
29c,07/19/17,2B,W,I,9,2615,50,2.553,13-Sep,
29c,07/19/17,2B,W,I,9,2616,60,2.279,13-Sep,
29c,07/19/17,2B,W,I,9,2617,14,2.472,13-Sep,
29c,07/19/17,2B,W,I,9,2618,45,2.038,13-Sep,
29c,07/19/17,2B,W,I,9,2619,35,2.124,13-Sep,
29c,07/19/17,2B,W,I,9,2620,27,2.425,13-Sep,
40c,07/19/17,2B,W,I,9,2621,107,2.488,13-Sep,
40c,07/19/17,2B,W,I,9,2622,68,2.511,13-Sep,
40c,07/19/17,2B,W,I,9,2623,76,2.716,13-Sep,
45c,07/19/17,2B,S,I,9,2624,32,2.568,13-Sep,
45c,07/19/17,2B,S,I,9,2625,19,2.388,13-Sep,
45c,07/19/17,2B,S,I,9,2626,20,2.523,13-Sep,
45c,07/19/17,2B,S,I,9,2627,13,2.989,13-Sep,
45c,07/19/17,2B,S,I,9,2628,29,2.381,13-Sep,
45c,07/19/17,2B,S,I,9,2629,5,2.406,13-Sep,
45c,07/19/17,2B,S,I,9,2630,8,2.038,13-Sep,
45c,07/19/17,2B,S,I,9,2631,8,2.292,13-Sep,
45c,07/19/17,2B,S,I,9,2632,0,2.166,13-Sep,
45c,07/19/17,2B,S,I,9,2633,7,2.667,13-Sep,
33c,07/19/17,2B,W,I,9,2634,2,2.473,13-Sep,
33c,07/19/17,2B,W,I,9,2635,7,1.91,13-Sep,
33c,07/19/17,2B,W,I,9,2636,4,2.325,13-Sep,
33c,07/19/17,2B,W,I,9,2637,16,2.787,13-Sep,
33c,07/19/17,2B,W,I,9,2638,5,2.339,13-Sep,
33c,07/19/17,2B,W,I,9,2639,15,2.147,13-Sep,
33c,07/19/17,2B,W,I,9,2640,10,2.998,13-Sep,
33c,07/19/17,2B,W,I,9,2641,41,2.544,13-Sep,
33c,07/19/17,2B,W,I,9,2642,43,2.347,13-Sep,
33c,07/19/17,2B,W,I,9,2643,7,2.496,13-Sep,
47c,07/19/17,2B,W,I,9,2644,83,2.742,13-Sep,
47c,07/19/17,2B,W,I,9,2645,69,2.731,13-Sep,
47c,07/19/17,2B,W,I,9,2646,47,2.255,13-Sep,
47c,07/19/17,2B,W,I,9,2647,4,3.157,13-Sep,
47c,07/19/17,2B,W,I,9,2648,24,2.767,13-Sep,
47c,07/19/17,2B,W,I,9,2649,117,2.807,13-Sep,
47c,07/19/17,2B,W,I,9,2650,101,2.73,13-Sep,
47c,07/19/17,2B,W,I,9,2651,36,2.557,13-Sep,
47c,07/19/17,2B,W,I,9,2652,25,2.676,13-Sep,
47c,07/19/17,2B,W,I,9,2653,13,2.092,13-Sep,
30c,07/18/17,2A,S,I,10,2701,37,2.715,19-Sep,
30c,07/18/17,2A,S,I,10,2702,11,2.564,19-Sep,STINKY
30c,07/18/17,2A,S,I,10,2703,50,2.479,19-Sep,STINKY
42c,07/18/17,2A,S,I,10,2704,50,2.512,19-Sep,
42c,07/18/17,2A,S,I,10,2705,0,2.358,19-Sep,STINKY
42c,07/18/17,2A,S,I,10,2706,83,2.561,19-Sep,
42c,07/18/17,2A,S,I,10,2707,22,2.42,19-Sep,
42c,07/18/17,2A,S,I,10,2708,19,2.707,19-Sep,
42c,07/18/17,2A,S,I,10,2709,63,2.322,19-Sep,
42c,07/18/17,2A,S,I,10,2710,15,2.6,19-Sep,
42c,07/18/17,2A,S,I,10,2711,9,2.645,19-Sep,
42c,07/18/17,2A,S,I,10,2712,21,2.432,19-Sep,
42c,07/18/17,2A,S,I,10,2713,1,2.248,19-Sep,
28c,07/18/17,2A,W,I,10,2714,4,2.533,19-Sep,
28c,07/18/17,2A,W,I,10,2715,11,2.241,19-Sep,
28c,07/18/17,2A,W,I,10,2716,60,2.482,19-Sep,
28c,07/18/17,2A,W,I,10,2717,20,2.305,19-Sep,
28c,07/18/17,2A,W,I,10,2718,36,2.501,19-Sep,
28c,07/18/17,2A,W,I,10,2719,30,2.493,19-Sep,
28c,07/18/17,2A,W,I,10,2720,75,2.683,19-Sep,
28c,07/18/17,2A,W,I,10,2721,201,3.037,19-Sep,
28c,07/18/17,2A,W,I,10,2722,120,2.771,19-Sep,
28c,07/18/17,2A,W,I,10,2723,91,2.474,19-Sep,
32c,07/18/17,2A,S,I,10,2724,19,2.33,19-Sep,
32c,07/18/17,2A,S,I,10,2725,44,2.528,19-Sep,
32c,07/18/17,2A,S,I,10,2726,4,2.374,19-Sep,
32c,07/18/17,2A,S,I,10,2727,36,2.737,19-Sep,
32c,07/18/17,2A,S,I,10,2728,31,2.714,19-Sep,
32c,07/18/17,2A,S,I,10,2729,13,2.506,19-Sep,
32c,07/18/17,2A,S,I,10,2730,13,2.838,19-Sep,
32c,07/18/17,2A,S,I,10,2731,3,2.709,19-Sep,
32c,07/18/17,2A,S,I,10,2732,17,2.621,19-Sep,
32c,07/18/17,2A,S,I,10,2733,6,2.809,19-Sep,
43c,07/18/17,2A,W,I,10,2734,70,2.486,19-Sep,
43c,07/18/17,2A,W,I,10,2735,121,2.558,19-Sep,
43c,07/18/17,2A,W,I,10,2736,127,2.682,19-Sep,
43c,07/18/17,2A,W,I,10,2737,103,2.457,19-Sep,
43c,07/18/17,2A,W,I,10,2738,58,2.503,19-Sep,
43c,07/18/17,2A,W,I,10,2739,98,1.977,19-Sep,
43c,07/18/17,2A,W,I,10,2740,126,1.978,19-Sep,
43c,07/18/17,2A,W,I,10,2741,105,2.265,19-Sep,STINKY
43c,07/18/17,2A,W,I,10,2742,64,2.622,19-Sep,
43c,07/18/17,2A,W,I,10,2743,78,2.453,19-Sep,
45c,07/19/17,2B,S,I,10,2794,1,1.883,20-Sep,
45c,07/19/17,2B,S,I,10,2795,15,2.526,20-Sep,
45c,07/19/17,2B,S,I,10,2796,0,2.45,20-Sep,
45c,07/19/17,2B,S,I,10,2797,18,2.584,20-Sep,
45c,07/19/17,2B,S,I,10,2798,29,2.608,20-Sep,
45c,07/19/17,2B,S,I,10,2799,74,2.648,20-Sep,
45c,07/19/17,2B,S,I,10,2800,16,2.386,20-Sep,
45c,07/19/17,2B,S,I,10,2801,6,2.325,20-Sep,
45c,07/19/17,2B,S,I,10,2802,0,2.58,20-Sep,
45c,07/19/17,2B,S,I,10,2803,11,2.69,20-Sep,
29c,07/19/17,2B,W,I,10,2804,31,1.951,20-Sep,
29c,07/19/17,2B,W,I,10,2805,85,2.204,20-Sep,
29c,07/19/17,2B,W,I,10,2806,60,2.467,20-Sep,
29c,07/19/17,2B,W,I,10,2807,24,2.555,20-Sep,
29c,07/19/17,2B,W,I,10,2808,70,2.354,20-Sep,
29c,07/19/17,2B,W,I,10,2809,28,2.15,20-Sep,
29c,07/19/17,2B,W,I,10,2810,0,2.057,20-Sep,STINKY
29c,07/19/17,2B,W,I,10,2811,48,1.906,20-Sep,
29c,07/19/17,2B,W,I,10,2812,79,2.463,20-Sep,
29c,07/19/17,2B,W,I,10,2813,43,2.449,20-Sep,
40c,07/19/17,2B,W,I,10,2814,157,2.775,20-Sep,
40c,07/19/17,2B,W,I,10,2815,17,2.836,20-Sep,
40c,07/19/17,2B,W,I,10,2816,120,2.684,20-Sep,
40c,07/19/17,2B,W,I,10,2817,158,2.325,20-Sep,
40c,07/19/17,2B,W,I,10,2818,48,2.188,20-Sep,
40c,07/19/17,2B,W,I,10,2819,81,2.627,20-Sep,
40c,07/19/17,2B,W,I,10,2820,116,2.981,20-Sep,
40c,07/19/17,2B,W,I,10,2821,48,2.739,20-Sep,
40c,07/19/17,2B,W,I,10,2822,38,2.503,20-Sep,
40c,07/19/17,2B,W,I,10,2823,137,2.935,20-Sep,
33c,07/19/17,2B,W,I,10,2824,4,1.976,20-Sep,
33c,07/19/17,2B,W,I,10,2825,26,2.397,20-Sep,
33c,07/19/17,2B,W,I,10,2826,30,2.687,20-Sep,
33c,07/19/17,2B,W,I,10,2827,29,2.487,20-Sep,
33c,07/19/17,2B,W,I,10,2828,1,2.345,20-Sep,
33c,07/19/17,2B,W,I,10,2829,5,2.186,20-Sep,
33c,07/19/17,2B,W,I,10,2830,23,2.328,20-Sep,
33c,07/19/17,2B,W,I,10,2831,23,2.582,20-Sep,
33c,07/19/17,2B,W,I,10,2832,12,2.192,20-Sep,
33c,07/19/17,2B,W,I,10,2833,45,2.43,20-Sep,
47c,07/19/17,2B,W,I,10,2834,53,2.968,20-Sep,
47c,07/19/17,2B,W,I,10,2835,24,2.801,20-Sep,
47c,07/19/17,2B,W,I,10,2836,43,2.667,20-Sep,
47c,07/19/17,2B,W,I,10,2837,43,2.318,20-Sep,
47c,07/19/17,2B,W,I,10,2838,24,2.555,20-Sep,
47c,07/19/17,2B,W,I,10,2839,54,2.279,20-Sep,
47c,07/19/17,2B,W,I,10,2840,62,2.701,20-Sep,
47c,07/19/17,2B,W,I,10,2841,136,2.095,20-Sep,
47c,07/19/17,2B,W,I,10,2842,40,2.75,20-Sep,
47c,07/19/17,2B,W,I,10,2843,110,2.379,20-Sep,